rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.3390/robotics15010015,HGTA: A Hexagonal Grid-Based Task Allocation Method for Multi-Robot Coverage in Known 2D Environments,2026,Robotics,https://doi.org/10.3390/robotics15010015,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.36227/techrxiv.175756484.48648133/v1,"AI Robotics Open Source R&D Survey: Foundation Models, Datasets, Simulation, and Benchmarks Platforms (2023-2025)",,,https://doi.org/10.36227/techrxiv.175756484.48648133/v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.3390/s24020651,Task Assignment and Path Planning Mechanism Based on Grade-Matching Degree and Task Similarity in Participatory Crowdsensing,2024,Sensors,https://doi.org/10.3390/s24020651,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.3389/fnhum.2021.765525,Data Augmentation for Deep Neural Networks Model in EEG Classification Task: A Review,2021,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2021.765525,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.5121/csit.2025.152001,ENTERPRISE LARGE LANGUAGE MODEL EVALUATION BENCHMARK,2025,Machine Learning Techniques and NLP,https://doi.org/10.5121/csit.2025.152001,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
16,arxiv:2310.08864v9,Open X-Embodiment: Robotic Learning Datasets and RT-X Models,2023,arXiv,http://arxiv.org/abs/2310.08864v9,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.1177/0278364915583880,Grasp planning to maximize task coverage,2015,The International Journal of Robotics Research,https://doi.org/10.1177/0278364915583880,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.5772/acrt20250081,"Engagingness in Open-Domain Dialogue Systems: A Systematic Survey of Datasets, Metrics and Methods",2026,"AI, Computer Science and Robotics Technology",https://doi.org/10.5772/acrt20250081,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.3390/s26010165,Cross-Modality Alignment Perception and Multi-Head Self-Attention Mechanism for Vision-Language-Action of Humanoid Robot,2025,Sensors,https://doi.org/10.3390/s26010165,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.1049/cvi2.12268,OmDet: Large‐scale vision‐language multi‐dataset pre‐training with multimodal detection network,2024,IET Computer Vision,https://doi.org/10.1049/cvi2.12268,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
21,arxiv:2210.01287v2,Robot Task Planning and Situation Handling in Open Worlds,2022,arXiv,http://arxiv.org/abs/2210.01287v2,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
22,arxiv:2503.11646v1,Adversarial Data Collection: Human-Collaborative Perturbations for Efficient and Robust Robotic Imitation Learning,2025,arXiv,http://arxiv.org/abs/2503.11646v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
23,arxiv:2506.18088v2,RoboTwin 2.0: A Scalable Data Generator and Benchmark with Strong Domain Randomization for Robust Bimanual Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2506.18088v2,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.3390/s25134096,Cross-Modal Data Fusion via Vision-Language Model for Crop Disease Recognition,2025,Sensors,https://doi.org/10.3390/s25134096,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1038/s41597-021-00870-6,"The Amsterdam Open MRI Collection, a set of multimodal MRI datasets for individual difference analyses",2021,Scientific Data,https://doi.org/10.1038/s41597-021-00870-6,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.5194/egusphere-2026-619,Scalable Earth Observation Data Cubes for Advanced Analytics of Dynamic Earth Surface Processes: An Open-Source Package for Customized Processing of Sentinel-2 Data on HPCs and Beyond,,,https://doi.org/10.5194/egusphere-2026-619,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.15607/rss.2025.xxi.152,RoboMIND: Benchmark on Multi-embodiment Intelligence Normative Data for Robot Manipulation,2024,arXiv,http://arxiv.org/abs/2412.13877v3,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.4108/airo.8870,Evaluating Open-Source Vision Language Models for Facial Emotion Recognition Against Traditional Deep Learning Models,2025,EAI Endorsed Transactions on AI and Robotics,https://doi.org/10.4108/airo.8870,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.33166/aetic.2025.05.002,AstuteRAG-FQA: Task-Aware Retrieval-Augmented Generation Framework for Proprietary Data Challenges in Financial Question Answering,2025,Annals of Emerging Technologies in Computing,https://doi.org/10.33166/aetic.2025.05.002,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2011.00621v1,Semantic Task Planning for Service Robots in Open World,2020,arXiv,http://arxiv.org/abs/2011.00621v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
31,arxiv:2504.11108v2,Benchmarking Vision Language Models on German Factual Data,2025,arXiv,http://arxiv.org/abs/2504.11108v2,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
32,arxiv:2512.19178v1,Vision-Language-Policy Model for Dynamic Robot Task Planning,2025,arXiv,http://arxiv.org/abs/2512.19178v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1515/pjbr-2015-0002,Open-source benchmarking for learned reaching motion generation in robotics,2015,"Paladyn, Journal of Behavioral Robotics",https://doi.org/10.1515/pjbr-2015-0002,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
34,arxiv:2209.10486v2,An Open Tele-Impedance Framework to Generate Data for Contact-Rich Tasks in Robotic Manipulation,2022,arXiv,http://arxiv.org/abs/2209.10486v2,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
35,arxiv:2511.20492v1,Kleinkram: Open Robotic Data Management,2025,arXiv,http://arxiv.org/abs/2511.20492v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
36,arxiv:2604.21017v3,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,2026,arXiv,http://arxiv.org/abs/2604.21017v3,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
37,arxiv:2503.14526v1,ReBot: Scaling Robot Learning with Real-to-Sim-to-Real Robotic Video Synthesis,2025,arXiv,http://arxiv.org/abs/2503.14526v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
38,arxiv:2504.17901v2,Beyond Task and Motion Planning: Hierarchical Robot Planning with General-Purpose Skills,2025,arXiv,http://arxiv.org/abs/2504.17901v2,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
39,arxiv:2511.20841v1,OVAL-Grasp: Open-Vocabulary Affordance Localization for Task Oriented Grasping,2025,arXiv,http://arxiv.org/abs/2511.20841v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1109/lra.2023.3292581,Evaluating the Task Generalization of Temporal Convolutional Networks for Surgical Gesture and Motion Recognition Using Kinematic Data,2023,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3292581,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/lra.2026.3656799,Open-World Task and Motion Planning via Vision-Language Model Generated Constraints,2026,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2026.3656799,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
42,arxiv:2605.21835v1,An Open Multi-Center Whole-Body FDG PET/CT Foundation Model for Tumor Segmentation,2026,arXiv,http://arxiv.org/abs/2605.21835v1,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
43,arxiv:2601.15197v7,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,2026,arXiv,http://arxiv.org/abs/2601.15197v7,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.3390/math13060926,Large Language Model-Guided SARSA Algorithm for Dynamic Task Scheduling in Cloud Computing,2025,Mathematics,https://doi.org/10.3390/math13060926,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1007/s11192-024-04956-x,Analysis on open data as a foundation for data-driven research,2024,Scientometrics,https://doi.org/10.1007/s11192-024-04956-x,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.59982/18294359-25.2-mg-20,"MEASURING GEOPOLITICAL RISK WITH OPEN SOURCES: DATA FOUNDATIONS, CODING SCHEMES, AND CHALLENGES",2025,"""EUROPEAN UNIVERSITY"" SCIENTIFIC COLLECTION OF ARTICLES",https://doi.org/10.59982/18294359-25.2-mg-20,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
47,arxiv:2409.15250v3,ReVLA: Reverting Visual Domain Limitation of Robotic Foundation Models,2024,arXiv,http://arxiv.org/abs/2409.15250v3,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
48,doi:10.7287/peerj.preprints.27215v2,Remaining gaps in open source software for Big Spatial Data,,,https://doi.org/10.7287/peerj.preprints.27215v2,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
49,doi:10.1101/2023.07.19.549746,Denoising task-correlated head motion from motor-task fMRI data with multi-echo ICA,,,https://doi.org/10.1101/2023.07.19.549746,Addresses open robot datasets or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Open robot data coverage gaps keeps action-critical alternatives explicit until a physical observation collapses them.
